MATCH_NAME, MATCH_ID, GAMEMODE, HP_MAP, HP_KILLS, HP_DEATHS, HP_DAMAGE, HILLTIME, SND_MAP, SND_KILLS, SND_DEATHS, SND_DAMAGE, SND_PLANTS, SND_DEFUSES, SND_FIRSTBLOODS, CTRL_MAP, CTRL_KILLS, CTRL_DEATHS, CTRL_DAMAGE
RITvMAC, X0001, HP, HYDROELECTRIC, 24, 18, 2643, 66, X, X, X, X, X, X, X, X, X, X, X
